30/01/2003,Commons,3,Geoffrey Hoon,The Secretary of State for Defence,Lab,"I am sorry that the honourable Member for North Essex (Mr. Jenkin), who speaks on defence matters on the Opposition's behalf, has yet again come to the House with a litany of anti-European in this case, anti- French rhetoric. He has a problem, because if he examines the NATO alliance, he will discover that a significant number of European allies are members of NATO, and we work with them regularly. I know that there are many in the Conservative party who would probably like it to revert to its state before the debate on the corn laws, but unfortunately, when the honourable Gentleman talks about projects for the 21st century, his arguments sound distinctly outdated. The key question that the honourable Gentleman must answer is what would the Conservative party have done differently from the announcement that has just been made. [Interruption.] In all the honourable Gentleman's rhetorical, anti-European flourishes from the Opposition Front Bench, I heard not a shred of a suggestion as to what exactly he would have done differently. [Interruption.] If he says "
30/01/2003,Commons,4,Mr. Deputy Speaker,NA,NA,Order. There is far too much chatter from Front Benchers on both sides of the House. We are trying to hear a reply from the Secretary of State.
30/01/2003,Commons,5,Geoffrey Hoon,The Secretary of State for Defence,Lab,"I am grateful, Mr. Deputy Speaker. What the honourable Gentleman must say at some stage today perhaps he will have opportunities other than the one he has just wasted is whether he would have been prepared to jeopardise this vital programme for our armed forces and the benefits that flow across a range of British industrial expertise, by refusing to take advantage of the strengths of BAE Systems and Thales UK and the various bids that they made. If he is saying that he would choose one bid or the other, he is actually saying that he would rule out of consideration, and exclude from benefit to the UK's armed forces, the considerable expertise that each of those companies would make available. [Interruption.] I can hear mumblings on the Opposition Benches, so obviously in the course of his rambling response, the honourable Gentleman did not make all the points that he wanted to make. I invite him to think carefully about the ways in which such project negotiations are conducted, because if he did so he would see that the proposal set out is very clear, tight and well defined, and is clearly of considerable benefit to United Kingdom manufacturing industry. Let me comment for the House on just one aspect of the honourable Gentleman's obsessions: the reference to French law. Had he listened carefully, and had he thought for a moment about the benefits to the United Kingdom, he would have recognised, as do many of his honourable Friends, that that was a smear, perpetrated deliberately to arouse the anti-European, anti-French rhetoric that has come to characterise the modern Conservative party. If he does not recognise that that is a disgrace, there are plenty of people on the Benches behind him who do."
30/01/2003,Commons,6,Mr. Paul Keetch,Hereford,LD,"I, too, thank the Secretary of State for giving me an advance copy of his  statement. The Liberal Democrats believe that the new carriers that the right honourable Gentleman has announced today are essential to the United Kingdom's future expeditionary strategy. I congratulate him, and the Government, on procuring them. We firmly believe that it is right for the carriers to be built, but we must be careful about the spin on this. It reminds me of Lewis Carroll, whose Dodo said: ""Everybody has won, and all must have prizes."" We must be sure that the Government can demonstrate that the process has been competitive, not political. In other words, has the alliance turned over the nature of smart procurement? Will the Secretary of State outline what discussions he has had with his French counterpart about the new French carrier? Does the decision announced today open the possibility of any advantages for the Ministry of Defence in future co-operation and possible future contracts for British companies on that carrier? What discussions has his Department had with the two contractors about the building of a hybrid carrier that could land both conventional carrier aircraft and the STOL aircraft now being suggested? After all, that would ensure that there was proper co-operation with French and American aircraft carriers. Does the decision exclude such a possibility? Can the Secretary of State confirm, yes or no, that the recommendation from the Defence Procurement Agency was for a single prime contractor? Does not a single contractor represent a single point of control? Who will really run the project? Will it really be BAE Systems? Who will own the rights to the design of the future carrier: BAE or Thales? Can the right honourable Gentleman give a single example of an alliance producing a contract on time and on budget? In short, after a three-year contest, why have the Government decided on such an alliance? If it is such a good idea, why was it not decided on at the start of the contract? The Liberal Democrats believe that the future carrier programme is essential to our British military future, and we congratulate the Government on fulfilling their obligations under the strategic defence review. I hope that the alliance will work, but it will be for the Secretary of State to demonstrate that that design does not become one of our major overruns."
30/01/2003,Commons,7,Geoffrey Hoon,The Secretary of State for Defence,Lab,"I am grateful for the honourable Gentleman's support I think. He asked a number of practical questions, and I shall endeavour to deal with them. Overall, I took his response to be supportive; if subsequent textual analysis reveals that I am wrong, I apologise both to him and to the House. The great advantage of the approach that we are adopting is that we get the best out of a vigorous competitive process. If there is any doubt in anyone's mind about the nature of the competition, they have only to look at the various press reports about it over the past few months. In that competitive process, real advantages have been brought to bear, in terms both of design expertise and, crucially, of allowing the Ministry of Defence to monitor continuously the process that each of the companies has adopted. That is unlike what happened in previous competitions, when the first that a Department would see of the competition would be the product at the end, and then it would have to take a decision between two or more finished products. We have been able to monitor the way in which each company has approached the competition, which has had benefits for the companies and, I believe, strong benefits for the country. That is why at this stage we are confident that we shall be able to incorporate the best elements of both companies in the alliance approach, while maintaining an interest on behalf of the Government in how they work together. There are other examples of such co-operation. Type 45 will be built in a co-operative way, and that, too, will involve the best expertise that the United Kingdom can bring to bear. It is not appropriate for me to comment on advice from officials at this stage, but I assure the honourable Gentleman that at every stage there has been absolute agreement within the Ministry of Defence about the best way forward. That has meant that we can be confident in the recommendations that we are making and the decisions that we are announcing to the House today. As for the hybrid character of the project, I dealt last September I think with the proposal that the carrier will be adaptable. It does not make sense at this stage, either militarily or financially, to develop a carrier capable of taking both types of aircraft, but we are ensuring that the carrier could be converted if necessary, given a further generation of strike aircraft, to accommodate a different type of aircraft. That will guarantee the lifetime utility of the platforms that we propose to build."
30/01/2003,Commons,8,Several honourable Members,NA,NA,rose
30/01/2003,Commons,9,Mr. Deputy Speaker,NA,NA,"Order. We do not have an indefinite amount of time available for further exchanges on the statement, so I appeal to the House for short, single-part questions and crisp answers."
30/01/2003,Commons,10,Mr. Bruce George,"Walsall, South",Lab,"I hope that the Secretary of State will not construe any mild criticism of his decision as xenophobia. I hope that the Defence Committee will soon inquire in more detail into the nature of the decision, but what I as an individual ask for now is some reassurance. The Secretary of State said that BAE Systems would be a prime contractor. Will it have the opportunity to choose systems made by BAE, and not simply be a prime contractor but have to choose all Thales systems? Does the Secretary of State accept that, as Sir Robert Walmsley said, a carrier is just a box? That is the easy bit. The difficult bit is the systems that go in it and on it and those are the bits that I want some assurances about. I want to be assured that genuinely British companies will have the opportunity of bidding for and winning the contracts for them. Finally, echoing the words of the honourable Member for North Essex (Mr. Jenkin), the shadow Defence spokesman, I really hope that this generosity and this alliance will be reciprocated. Otherwise, people will see it in rather more xenophobic terms."
30/01/2003,Commons,11,Geoffrey Hoon,The Secretary of State for Defence,Lab,"I am grateful to my right honourable Friend for his observations. As he rightly says, it is the weapons  systems incorporated in modern fighting ships that are their key characteristic. I assure him that there will be vigorous competition to ensure that not only do we have the best equipment for our armed forces, but the need to promote and protect vital high-tech industries in the United Kingdom is satisfied."
30/01/2003,Commons,12,Sir Nicholas Winterton,Macclesfield,Con,"I welcome the procurement decision, but I strongly oppose the decision that the Secretary of State has announced to split the contract. I want to support British industry, and I have done so for all of the 32 years that I have been in this place. The French do not have a very good reputation for building large ships. How many jobs has the Secretary of State sacrificed to the French by splitting the contract, rather than giving the order to BAE Systems, whose proposal 1 have strongly supported all along?"
30/01/2003,Commons,13,Geoffrey Hoon,The Secretary of State for Defence,Lab,"The answer to the second part of the honourable Gentleman's question is that not a single job has been sacrificed to the French. As I emphasised, unless he and some of his honourable Friends are suggesting that Bath is now somehow part of greater France "
30/01/2003,Commons,14,Mr. Don Foster,Bath,LD,No.
30/01/2003,Commons,15,Geoffrey Hoon,The Secretary of State for Defence,Lab,"The honourable Member for Bath (Mr. Foster) is protesting that that cannot possibly be the case, so the design work was concluded well within the territory of the United Kingdom. That will remain the position. However, I know that the honourable Member for Macclesfield (Sir Nicholas Winterton) is a strong and consistent supporter of UK industry. I am delighted to have his support for this proposal."
30/01/2003,Commons,16,Mr. Alan Campbell,Tynemouth,Lab,"Those of us with an interest in shipbuilding in the north-east and memories of the closure of the Swan Hunter yard some eight years ago will greet the announcement as excellent news for the region. Does my right honourable Friend agree, now that a Labour Government have created this opportunity for the revival of shipbuilding on Tyneside, that it is up to companies and the work force to make the most of it?"
30/01/2003,Commons,17,Geoffrey Hoon,The Secretary of State for Defence,Lab,"I am grateful to my honourable Friend. I visited Swan Hunter some years ago and recognise the revival that has taken place. Opposition Front-Bench Members may bluster, but the previous Conservative Government did not come to the House once in 18 years to announce the construction of two carriers of this size and type."
30/01/2003,Commons,18,Rev. Martin Smyth,"Belfast, South",Ulster Unionist Party,"I regret that the Harland and Wolff yard was not included in the announcement, but may I welcome the inclusion of four British shipyards, along with Thales? They will contribute to the economy of Great Britain and Northern Ireland."
30/01/2003,Commons,19,Geoffrey Hoon,The Secretary of State for Defence,Lab,"I am grateful for the honourable Member's support. Thales is an important employer in Northern Ireland, where the Ministry of Defence already has a ship under construction. We have played our part in respect of the people there, and want to continue to do so."
30/01/2003,Commons,20,Linda Gilroy,"Plymouth, Sutton",Lab,"In his statement, my right honourable Friend said that the involvement of other  yards, besides the four that he named for building, would not be ruled out. Will he give an assurance that the proposals for certain aspects of design, commissioning and through-life support that were part of the Thales bid by Devonport Management Ltd. are not ruled out? Will they still receive full and fair consideration?"
30/01/2003,Commons,21,Geoffrey Hoon,The Secretary of State for Defence,Lab,"As I said, the benefits of this massive programme will spread right across the UK. I do not rule out any contribution that can be made. Obvious benefits will accrue to certain shipyards as a result of my announcement, but there will also be real benefits across the UK, involving many companies situated far from the sea. It is important that we bear that in mind."
30/01/2003,Commons,22,Mr. Mark Hoban,Fareham,Con,"What reassurances can the Secretary of State give to Vosper Thornycroft, which employs many people across south-east Hampshire, about the share of the shipbuilding work that it will get as a result of today's announcement?"
30/01/2003,Commons,23,Geoffrey Hoon,The Secretary of State for Defence,Lab,"Clearly, as must be the case in any event, that remains to be negotiated. However, I am sure that the company, its employees and the people living in the immediate area will be delighted that the yard will be one of those responsible for the massive amount of work that will come to the UK. Following so closely on the work being done on Type 45, this is a very important opportunity for a significant UK employer."
30/01/2003,Commons,24,Mr. Frank Field,Birkenhead,Independent,"Thankfully, more than 1.5 million more people are in work than when the Government were first elected. However, that prosperity has not yet spread to all our shipbuilding constituencies. If the tide of joblessness is to be reversed, it is crucial that my area can win some of the subcontracting work. Will my right honourable Friend give some idea of the number of new subcontracting jobs that will be created by his announcement today?"
30/01/2003,Commons,25,Geoffrey Hoon,The Secretary of State for Defence,Lab,"The overall estimate is that some 10,000 jobs will be created or preserved by the announcement. Clearly, there will be significant opportunities in subcontracting, not least in areas of high expertise such as the one represented by my right honourable Friend. We shall monitor that very carefully as the benefits of these decisions spread throughout the UK economy."
30/01/2003,Commons,26,Angus Robertson,Moray,SNP,"May I thank the Secretary of State for the advance copy of his statement, and welcome the announcement of domestic procurement? Last year, the Ministry of Defence said that, in procurement terms, there was a shortfall to Scottish taxpayers of  670 million. How will priority be given to sourcing work to the Clyde, Rosyth, Greenock and Nigg, which has an outstanding fabrication tradition?"
30/01/2003,Commons,27,Geoffrey Hoon,The Secretary of State for Defence,Lab,"Given the very considerable benefit that will flow to Scotland as a result of an announcement made by a UK Secretary of State for Defence, perhaps the honourable Gentleman should say whether an independent Scotland under the leadership of the Scottish National party would contribute to the programme or even whether such a country would want to be defended by these ships. The policy of the honourable Gentleman's party is  to take Scotland out of NATO, so I assume that he would abandon any requirement that the ships be used. If so, he should tell the people of Scotland how his party would defend the country in that eventuality."
30/01/2003,Commons,28,Tony Worthington,Clydebank and Milngavie,Lab,"This is a very welcome announcement for Clydeside. It gives the area's shipbuilding industry the biggest boost that anyone can remember, and we must use the opportunity. However, will my right honourable Friend the Secretary of State clarify one point? He said that he sees the role of the Ministry of Defence as providing assets such as suitably trained manpower. I hope that that is so, as I do not think that either of the contractors realise how much education and training is needed to rejuvenate the industry. We must make sure that the education and training sectors can meet the challenge being set them."
30/01/2003,Commons,29,Geoffrey Hoon,The Secretary of State for Defence,Lab,"The matter that my honourable Friend raises has been discussed across Government, and a number of Cabinet colleagues are concerned to ensure that it is resolved in the way that my honourable Friend describes. Clearly, with a project of this kind following so closely the Type 45 announcement, the benefits to Scottish shipyards are obvious and palpable. Equally, however, as those benefits come onstream, we must ensure that we have the right sort of trained personnel to take advantage of what is a significant opportunity. I am grateful to my honourable Friend for his support, and I shall look to it again as we deal with the challenging tasks ahead."
30/01/2003,Commons,30,Richard Ottaway,"Croydon, South",Con,"I welcome the Secretary of State's interim statement, although the crunch statement will come in spring 2004, as I think he said. However, Britain is the world's fourth-largest economy, and it is the nation that built the generation of carriers that included the Eagle, Victorious, Bulwark, Hermes, Invincible, Illustrious and Ark Royal. How have we got ourselves into a situation that means that we have to rely on the expertise of a foreign country to produce the best possible contract? Will the right honourable Gentleman conduct an inquiry into what has gone wrong with our defence industry, to ensure that this embarrassing situation does not arise again?"
30/01/2003,Commons,31,Geoffrey Hoon,The Secretary of State for Defence,Lab,"I shall say this once more, for the honourable Gentleman's benefit. The Bath-based company, British Maritime Technology, played the key role in developing the Thales UK design. It is based in Bath and, as far as I am aware, it employs people from the locality. I am not aware that there is a huge number of people in Bath of French origin or nationality. It would not matter even if there were, as the benefits of that excellent design will still flow to the UK. I am tempted to give the honourable Gentleman a detailed account of the failures of 18 years of Conservative government, when no warship orders on this scale were placed. There were massive cuts in the amount of money spent on defence, and a significant rundown in the equipment available to the UK's armed forces. This Government are having to make good that legacy."
30/01/2003,Commons,32,Mr. John Lyons,Strathkelvin and Bearsden,Lab,"Any fair-minded honourable Member will welcome my right honourable  Friend's statement. His name will be toasted on the Clyde and elsewhere this evening when the very good news gets out. Rolls-Royce's involvement is important and will be welcomed across the nation. I welcome the proposal to involve a project team. Will my right honourable Friend consider speaking to BAE Systems, which has listed 200 redundancies? It would be great if that threat could be removed and everyone could participate in the work."
30/01/2003,Commons,33,Geoffrey Hoon,The Secretary of State for Defence,Lab,"I am grateful for my honourable Friend's fair-minded support for the project, and for the way in which he has pointed out the wider industrial benefits for Scotland's shipyards, and for companies such as Rolls-Royce that operate in England and Wales as well as Scotland [HON. MEMBERS: ""Northern Ireland.""] and Northern Ireland. The decision will be of real benefit to the United Kingdom and should be welcomed by all Members and by great companies in the UK and their employees."
30/01/2003,Commons,34,Mr. Don Foster,Bath,LD,"I share the Secretary of State's concern that the Conservative tirade against Thales totally ignores the fact that many excellent British businesses were involved in its side of the deal. I thank the right honourable Gentleman for his specific reference to the excellent work of British Maritime Technology, which is based in Bath, and assure him that today's announcement will ensure that the company can go forward with bids to do work in other countries as well as in the UK."
30/01/2003,Commons,35,Geoffrey Hoon,The Secretary of State for Defence,Lab,"That really is a complete answer to the xenophobic nonsense that we have heard from the Conservative Front Bench. We live in an increasingly integrated global economy, and unless Conservative Front Benchers recognise that, rather than sniping constantly at our partners and allies, they will have little future in the 21st century."
30/01/2003,Commons,36,David Cairns,Greenock and Inverclyde,Lab,"When I sat through many briefings from both companies, it was clear to me that each had major strengths. My right honourable Friend has outlined in his statement a creative and imaginative solution. May I make one specific point? In previous programmes on which there have been overruns, there has been a fault line between those who design the ships and the shipyard management. Is my right honourable Friend completely confident that that major part of the programme will be carefully managed so that those who hold the jobs that will undoubtedly come to the Clyde will create best-quality ships that will in turn attract other orders from overseas?"
30/01/2003,Commons,37,Geoffrey Hoon,The Secretary of State for Defence,Lab,"A key strength of the BAE Systems bid was its relationship with the shipyards and understanding of the problems posed once a project moves from design to manufacture. That is a strength of the company, and one that we identified as part of its contribution to the bid."
30/01/2003,Commons,38,Mr. Ian Liddell-Grainger,Bridgwater,Con,"The House has a habit of saying, ""It's good to buy British.- Can the Secretary of State confirm that the propellant for the 800 tonnes of ammunition that the ships will carry is made  by BAE Systems in my constituency, which proposes to move production to America? If buying British is best, will the Secretary of State ensure that the propellant continues to be made in the United Kingdom?"
30/01/2003,Commons,39,Geoffrey Hoon,The Secretary of State for Defence,Lab,"The range of competitive pressures on UK companies clearly leads them to source material from different places. What is important to the UK economy is that they should do so cost-effectively while guaranteeing the supply of equipment in this case, propellant. I assure the honourable Gentleman that the Ministry of Defence pays close regard to that."
30/01/2003,Commons,40,Mr. Ian Davidson,"Glasgow, Pollok",Lab,"As secretary of the all-party shipbuilding and ship repair group, may I say how much that group welcomes today's announcement? The carrier order is probably the biggest boost to British shipbuilding for many decades, and it is particularly welcome coming, as it does, against a background of siren voices of Conservative Members who said that it would never come to pass. Can the Secretary of State give us an idea how many carriers he thinks would be ordered by the navy of an independent Scotland? People on Clydeside will want to be clear about that when they realise that the jobs announced today have come while we are part of the Union. As we move towards Scottish elections I make the point not for partisan reasons, but for the sake of public information it is essential that people realise that. Given that the Secretary of State has announced a challenging organisational way of moving forward, can he guarantee that there will be no delay in the work, particularly in steel, because men on Clydeside are ready and waiting to start building the ships?"
30/01/2003,Commons,41,Geoffrey Hoon,The Secretary of State for Defence,Lab,"I am grateful to my honourable Friend, and I shall of course not answer him in a partisan way. I must point out that in the role that he ably holds on behalf of the British shipbuilding industry, he last said that I had given British shipbuilding its biggest boost the last time I announced an order, which was the Type 45 order. I am grateful for his consistent observations, and I know that the Government are consistently grateful for his support."
30/01/2003,Commons,42,Mr. Ian Davidson,"Glasgow, Pollok",Lab,Only when you deserve it.
30/01/2003,Commons,43,Mr. Paul Keetch,Hereford,LD,Not always!
30/01/2003,Commons,44,Geoffrey Hoon,The Secretary of State for Defence,Lab,"We are always grateful for my honourable Friend's support. I have already dealt with the points that my honourable Friend made about Scottish nationalist policy. I recognise the SNP's difficulties in sustaining its argument when it comes to defence-related jobs. It is a great privilege to be Secretary of State for Defence for the United Kingdom. and I think that my honourable Friend made his point well enough. As for delays, I emphasise the need to ensure a mature design before any steel is cut. One reason for past cost overruns has been that steel has sometimes been cut before the design has been properly matured. That is why it is important to hold effective contract  negotiations over the next 12 months in order to secure a proper outcome for employees in and around our great British shipyards and for the Ministry of Defence."
30/01/2003,Commons,45,Mr. David Chidgey,Eastleigh,LD,"Returning to the Secretary of State's comments on the partnership role of the MOD in regard to trained manpower, I am sure that he will be aware that Vosper Thornycroft has headquarters in Eastleigh. In the package that it put forward in the bidding process in partnership with BAE Systems, Vosper Thornycroft offered to provide high-skilled training for 1,000 people over the course of the project. That is vital to the future economy of my constituency and the wider area. Can the Secretary of State assure the House that that part of the BAE Systems proposal remains part of the project?"
